timestamp,OriginWeather,OriginRegion,OriginCountry,OriginCityName,OriginAirportID,Origin,DistanceKilometers,AvgTicketPrice,Cancelled,Carrier,DestAirportID,DestCityName,DestCountry,DestLocation,DestRegion,DestWeather
"Jun 18, 2023 @ 19:59:13.000","Damaging Wind","IE-D",IE,Dublin,DUB,"Dublin Airport","7,008.751","$989.64",false,"Kibana Airlines",MSY,"New Orleans",US,"POINT (-90.25800323 29.99340057)","US-LA",Clear
"Jun 18, 2023 @ 19:57:51.000",Sunny,"US-WA",US,Spokane,GEG,"Spokane International Airport","8,250.228","$782.67",false,"Logstash Airways",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Rain
"Jun 18, 2023 @ 19:47:44.000","Thunder & Lightning","US-CA",US,"Los Angeles",LAX,"Los Angeles International Airport","10,463.842","$560.47",false,"Kibana Airlines",SHA,Shanghai,CN,"POINT (121.3359985 31.19790077)","SE-BD",Hail
"Jun 18, 2023 @ 19:47:39.000",Rain,"SE-BD",AU,Brisbane,BNE,"Brisbane International Airport","1,379.226","$471.05",false,"Logstash Airways",MEL,Melbourne,AU,"POINT (144.843002 -37.673302)","SE-BD",Clear
"Jun 18, 2023 @ 19:42:17.000","Thunder & Lightning","TR-34",TR,Istanbul,IST,"Ataturk International Airport","7,468.556","$994.06",false,"Kibana Airlines",BGR,Bangor,US,"POINT (-68.82810211 44.80739975)","US-ME",Sunny
"Jun 18, 2023 @ 19:38:19.000","Damaging Wind","IE-D",IE,Dublin,DUB,"Dublin Airport","265.885","$1,175.97",true,"Logstash Airways",MAN,Manchester,GB,"POINT (-2.274950027 53.35369873)","GB-ENG",Sunny
"Jun 18, 2023 @ 19:24:11.000",Cloudy,"SE-BD",CN,Guangzhou,CAN,"Guangzhou Baiyun International Airport","1,302.564","$371.55",false,JetBeats,XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD","Damaging Wind"
"Jun 18, 2023 @ 19:10:45.000",Hail,"AT-9",AT,Vienna,VIE,"Vienna International Airport","7,402.541","$690.09",false,"Logstash Airways",XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD",Clear
"Jun 18, 2023 @ 19:03:44.000",Hail,"SE-BD",CN,Shanghai,SHA,"Shanghai Hongqiao International Airport","1,231.221","$486.13",false,"Logstash Airways",XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD",Sunny
"Jun 18, 2023 @ 18:58:34.000",Clear,"IT-21",IT,Torino,TO11,"Turin Airport","254.951","$257.41",false,"Kibana Airlines",VR10,Verona,IT,"POINT (10.8885 45.395699)","IT-34",Rain
"Jun 18, 2023 @ 18:41:07.000",Sunny,"SE-BD",CN,Shanghai,SHA,"Shanghai Hongqiao International Airport","2,294.223","$850.55",false,"ES-Air",XHBU,Belogorsk,RU,"POINT (128.445007 51.169997)","RU-AMU",Rain
"Jun 18, 2023 @ 18:41:04.000",Cloudy,"SE-BD",AU,Sydney,SYD,"Sydney Kingsford Smith International Airport","16,311.652","$975.18",false,JetBeats,VE05,Venice,IT,"POINT (12.3519 45.505299)","IT-34","Damaging Wind"
"Jun 18, 2023 @ 18:31:13.000",Rain,"US-OR",US,Portland,PDX,"Portland International Airport","8,941.006","$638.85",false,JetBeats,VR10,Verona,IT,"POINT (10.8885 45.395699)","IT-34",Cloudy
"Jun 18, 2023 @ 18:28:44.000",Sunny,"SE-BD",IN,"New Delhi",DEL,"Indira Gandhi International Airport","6,066.513","$842.14",false,"ES-Air",PI05,Pisa,IT,"POINT (10.3927 43.683899)","IT-52",Cloudy
"Jun 18, 2023 @ 18:27:42.000",Rain,"US-MO",US,"Kansas City",MCI,"Kansas City International Airport","7,017.045","$528.55",false,"Logstash Airways",LGW,London,GB,"POINT (-0.190277994 51.14810181)","GB-ENG",Rain
"Jun 18, 2023 @ 18:21:49.000",Rain,"IT-34",IT,Treviso,TV01,"Treviso-Sant'Angelo Airport","344.758","$841.44",false,"Logstash Airways",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Cloudy
"Jun 18, 2023 @ 18:11:31.000",Clear,"IT-88",IT,Cagliari,CA07,"Cagliari Elmas Airport","7,468.517","$1,077.14",false,"ES-Air",SJU,"San Juan",PR,"POINT (-66.00180054 18.43939972)","PR-U-A",Rain
"Jun 18, 2023 @ 18:10:28.000",Sunny,"FR-J",FR,Paris,CDG,"Charles de Gaulle International Airport","573.7","$851.44",false,JetBeats,TO11,Torino,IT,"POINT (7.64963 45.200802)","IT-21",Sunny
"Jun 18, 2023 @ 18:06:19.000","Thunder & Lightning","SE-BD",KR,Seoul,GMP,"Gimpo International Airport","8,966.062","$504.47",true,"Kibana Airlines",PI05,Pisa,IT,"POINT (10.3927 43.683899)","IT-52",Sunny
"Jun 18, 2023 @ 18:05:20.000","Damaging Wind","SE-BD",JP,Tokyo,HND,"Tokyo Haneda International Airport","1,958.137","$519.96",false,"Logstash Airways",XHBU,Belogorsk,RU,"POINT (128.445007 51.169997)","RU-AMU",Cloudy
"Jun 18, 2023 @ 17:59:26.000","Thunder & Lightning","US-GA",US,Atlanta,ATL,"Hartsfield Jackson Atlanta International Airport","12,343.621","$679.9",true,"Logstash Airways",XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD",Cloudy
"Jun 18, 2023 @ 17:46:34.000",Rain,"SE-BD",CO,Bogota,BOG,"El Dorado International Airport","14,636.472","$558.22",false,"Logstash Airways",MEL,Melbourne,AU,"POINT (144.843002 -37.673302)","SE-BD",Sunny
"Jun 18, 2023 @ 17:40:35.000","Damaging Wind","SE-BD",IT,Rome,FCO,"Leonardo da Vinci - Fiumicino Airport","9,190.064","$589.65",false,"Logstash Airways",PVG,Shanghai,CN,"POINT (121.8050003 31.14340019)","SE-BD","Thunder & Lightning"
"Jun 18, 2023 @ 17:31:56.000",Sunny,"SE-BD",PE,Lima,LIM,"Jorge Chavez International Airport","11,058.277","$913",false,"ES-Air",OSL,Oslo,NO,"POINT (11.10039997 60.19390106)","NO-02","Damaging Wind"
"Jun 18, 2023 @ 17:30:53.000","Thunder & Lightning","US-SC",US,Greenville,GSP,"Greenville Spartanburg International Airport","7,801.175","$595.08",false,"Logstash Airways",VIE,Vienna,AT,"POINT (16.56970024 48.11029816)","AT-9","Damaging Wind"
"Jun 18, 2023 @ 17:26:44.000",Clear,"IE-D",IE,Dublin,DUB,"Dublin Airport","6,011.696","$734.54",false,JetBeats,MSP,Minneapolis,US,"POINT (-93.22180176 44.88199997)","US-MN",Sunny
"Jun 18, 2023 @ 17:25:31.000",Clear,"SE-BD",AE,"Jebel Ali",DWC,"Al Maktoum International Airport","4,785.71","$1,172.1",false,JetBeats,ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Rain
"Jun 18, 2023 @ 17:21:57.000",Cloudy,"SE-BD",JP,Osaka,ITM,"Itami Airport","9,710.119","$974.19",false,"Logstash Airways",TO11,Torino,IT,"POINT (7.64963 45.200802)","IT-21",Clear
"Jun 18, 2023 @ 16:52:56.000",Cloudy,"SE-BD",IT,Rome,FCO,"Leonardo da Vinci - Fiumicino Airport","8,703.106","$1,155.64",false,JetBeats,TUL,Tulsa,US,"POINT (-95.88809967 36.19839859)","US-OK",Sunny
"Jun 18, 2023 @ 16:50:33.000",Sunny,"SE-BD",PE,Lima,LIM,"Jorge Chavez International Airport","6,172.761","$1,040.6",false,JetBeats,YYZ,Toronto,CA,"POINT (-79.63059998 43.67720032)","CA-ON",Clear
"Jun 18, 2023 @ 16:49:31.000",Rain,"IT-82",IT,Palermo,PA03,"Falcone Borsellino Airport","8,709.942","$680.74",false,"ES-Air",MCI,"Kansas City",US,"POINT (-94.713898 39.2976)","US-MO",Clear
"Jun 18, 2023 @ 16:21:08.000",Cloudy,"US-MA",US,Boston,BOS,"General Edward Lawrence Logan International Airport","4,062.714","$457.75",false,JetBeats,RNO,Reno,US,"POINT (-119.7679977 39.49909973)","US-NV","Thunder & Lightning"
"Jun 18, 2023 @ 16:20:02.000",Clear,"US-DC",US,Washington,IAD,"Washington Dulles International Airport","1,981.136","$747.04",false,"ES-Air",YWG,Winnipeg,CA,"POINT (-97.23989868 49.90999985)","CA-MB",Clear
"Jun 18, 2023 @ 16:13:06.000",Clear,"IT-88",IT,Cagliari,CA07,"Cagliari Elmas Airport","7,468.517","$1,194.81",false,"Logstash Airways",SJU,"San Juan",PR,"POINT (-66.00180054 18.43939972)","PR-U-A",Sunny
"Jun 18, 2023 @ 16:06:02.000",Sunny,"SE-BD",CN,Shanghai,SHA,"Shanghai Hongqiao International Airport","9,018.506","$867.39",false,"ES-Air",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Rain
"Jun 18, 2023 @ 16:02:08.000",Rain,"SE-BD",CO,Bogota,BOG,"El Dorado International Airport","9,084.012","$1,188.03",false,"Logstash Airways",MI12,Milan,IT,"POINT (8.72811 45.6306)","IT-25",Rain
"Jun 18, 2023 @ 16:00:43.000",Sunny,"IT-82",IT,Catania,CT03,"Catania-Fontanarossa Airport","946.96","$406.09",false,"Kibana Airlines",VR10,Verona,IT,"POINT (10.8885 45.395699)","IT-34",Sunny
"Jun 18, 2023 @ 15:57:16.000",Cloudy,"GB-ENG",GB,London,LGW,"London Gatwick Airport","283.697","$263.09",false,"Logstash Airways",MAN,Manchester,GB,"POINT (-2.274950027 53.35369873)","GB-ENG",Rain
"Jun 18, 2023 @ 15:54:12.000",Rain,"US-PA",US,Philadelphia,PHL,"Philadelphia International Airport","2,053.063","$857.34",false,"Kibana Airlines",YWG,Winnipeg,CA,"POINT (-97.23989868 49.90999985)","CA-MB",Clear
"Jun 18, 2023 @ 15:54:12.000",Sunny,"IT-45",IT,Bologna,BO08,"Bologna Guglielmo Marconi Airport","1,391.62","$1,147.76",false,"Logstash Airways",MAN,Manchester,GB,"POINT (-2.274950027 53.35369873)","GB-ENG",Rain
"Jun 18, 2023 @ 15:40:38.000","Heavy Fog","DE-BE",DE,Berlin,TXL,"Berlin-Tegel Airport","940.395","$645",false,"Kibana Airlines",LGW,London,GB,"POINT (-0.190277994 51.14810181)","GB-ENG",Sunny
"Jun 18, 2023 @ 15:26:08.000",Rain,"SE-BD",ZA,Durban,DUR,"King Shaka International Airport","8,172.96","$629.34",false,"Kibana Airlines",EZE,"Buenos Aires",AR,"POINT (-58.5358 -34.8222)","SE-BD","Damaging Wind"
"Jun 18, 2023 @ 15:25:42.000",Cloudy,"FR-J",FR,Paris,CDG,"Charles de Gaulle International Airport","1,101.861","$644.88",false,JetBeats,RM11,Rome,IT,"POINT (12.2388889 41.8002778)","IT-62","Heavy Fog"
"Jun 18, 2023 @ 15:17:00.000",Cloudy,"SE-BD",IN,Hyderabad,HYD,"Rajiv Gandhi International Airport","7,109.337","$861.1",false,"Kibana Airlines",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Rain
"Jun 18, 2023 @ 15:04:36.000",Clear,"IT-34",IT,Venice,VE05,"Venice Marco Polo Airport","364.204","$1,053.74",false,JetBeats,ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Cloudy
"Jun 18, 2023 @ 14:58:16.000",Clear,"US-NJ",US,Newark,EWR,"Newark Liberty International Airport","11,886.964","$757.1",false,"Kibana Airlines",SHA,Shanghai,CN,"POINT (121.3359985 31.19790077)","SE-BD",Clear
"Jun 18, 2023 @ 14:57:48.000",Hail,"DE-HE",DE,"Frankfurt am Main",FRA,"Frankfurt am Main Airport","8,658.36","$691.3",false,"Kibana Airlines",JNB,Johannesburg,ZA,"POINT (28.246 -26.1392)","SE-BD",Hail
"Jun 18, 2023 @ 14:53:09.000",Rain,"US-CA",US,"San Francisco",SFO,"San Francisco International Airport","9,557.809","$1,137.34",false,"Kibana Airlines",TO11,Torino,IT,"POINT (7.64963 45.200802)","IT-21",Clear
"Jun 18, 2023 @ 14:34:19.000",Clear,"US-UT",US,"Salt Lake City",SLC,"Salt Lake City International Airport","878.9","$319.26",false,"ES-Air",GEG,Spokane,US,"POINT (-117.5339966 47.61989975)","US-WA",Rain
"Jun 18, 2023 @ 14:33:50.000","Thunder & Lightning","SE-BD",IT,Rome,FCO,"Leonardo da Vinci - Fiumicino Airport","7,751.877","$656.45",false,"Logstash Airways",YWG,Winnipeg,CA,"POINT (-97.23989868 49.90999985)","CA-MB","Thunder & Lightning"
"Jun 18, 2023 @ 14:31:06.000",Rain,"SE-BD",AE,Dubai,DXB,"Dubai International Airport","6,600.769","$525.66",true,"Logstash Airways",DUR,Durban,ZA,"POINT (31.11972222 -29.61444444)","SE-BD","Thunder & Lightning"
"Jun 18, 2023 @ 14:28:43.000","Heavy Fog","CA-QC",CA,Montreal,YUL,"Montreal / Pierre Elliott Trudeau International Airport","6,800.659","$1,134.22",false,JetBeats,NA01,Naples,IT,"POINT (14.2908 40.886002)","IT-72",Sunny
"Jun 18, 2023 @ 14:25:43.000",Sunny,"SE-BD",CO,Bogota,BOG,"El Dorado International Airport","9,084.012","$991.43",false,"ES-Air",MI12,Milan,IT,"POINT (8.72811 45.6306)","IT-25",Sunny
"Jun 18, 2023 @ 14:22:44.000",Hail,"SE-BD",CO,Bogota,BOG,"El Dorado International Airport","8,473.142","$792.01",true,"ES-Air",LHR,London,GB,"POINT (-0.461941 51.4706)","GB-ENG","Thunder & Lightning"
"Jun 18, 2023 @ 14:22:44.000",Cloudy,"DE-BE",DE,Berlin,TXL,"Berlin-Tegel Airport","11,086.563","$1,179.48",false,"ES-Air",LIM,Lima,PE,"POINT (-77.114304 -12.0219)","SE-BD",Cloudy
"Jun 18, 2023 @ 14:16:46.000",Clear,"SE-BD",CN,Beijing,PEK,"Beijing Capital International Airport","7,471.747","$1,105.36",false,"Kibana Airlines",VIE,Vienna,AT,"POINT (16.56970024 48.11029816)","AT-9",Sunny
"Jun 18, 2023 @ 14:14:19.000","Damaging Wind","IT-62",IT,Rome,RM12,"Ciampino___G. B. Pastine International Airport","10,290.386","$895.06",false,"Logstash Airways",SAN,"San Diego",US,"POINT (-117.1900024 32.73360062)","US-CA","Heavy Fog"
"Jun 18, 2023 @ 14:09:48.000",Sunny,"SE-BD",JP,Tokoname,NGO,"Chubu Centrair International Airport","14,566.06","$583.31",false,"Logstash Airways",BOG,Bogota,CO,"POINT (-74.1469 4.70159)","CO-CUN",Cloudy
"Jun 18, 2023 @ 14:05:30.000","Thunder & Lightning","CH-ZH",CH,Zurich,ZRH,"Zurich Airport",0,"$312.82",true,"Kibana Airlines",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Sunny
"Jun 18, 2023 @ 14:00:19.000","Thunder & Lightning","SE-BD",JP,Osaka,KIX,"Kansai International Airport","10,564.311","$748.22",true,"ES-Air",TUL,Tulsa,US,"POINT (-95.88809967 36.19839859)","US-OK","Heavy Fog"
"Jun 18, 2023 @ 13:56:54.000",Rain,"SE-BD",AE,Dubai,DXB,"Dubai International Airport","12,566.533","$565.67",false,"ES-Air",TUL,Tulsa,US,"POINT (-95.88809967 36.19839859)","US-OK",Cloudy
"Jun 18, 2023 @ 13:56:26.000","Thunder & Lightning","SE-BD",JP,Tokyo,NRT,"Narita International Airport","8,191.664","$533.93",false,"Logstash Airways",ARN,Stockholm,SE,"POINT (17.91860008 59.65190125)","SE-AB",Clear
"Jun 18, 2023 @ 13:53:19.000",Sunny,"SE-BD",CN,Beijing,PEK,"Beijing Capital International Airport","1,764.837","$745.13",false,JetBeats,ITM,Osaka,JP,"POINT (135.4380035 34.78549957)","SE-BD",Rain
"Jun 18, 2023 @ 13:53:19.000",Clear,"SE-BD",CN,Shanghai,PVG,"Shanghai Pudong International Airport","9,260.234","$1,047.22",false,"ES-Air",TO11,Torino,IT,"POINT (7.64963 45.200802)","IT-21",Cloudy
"Jun 18, 2023 @ 13:48:19.000",Rain,"TR-34",TR,Istanbul,IST,"Ataturk International Airport","10,822.285","$532.72",false,"ES-Air",SFO,"San Francisco",US,"POINT (-122.375 37.61899948)","US-CA",Clear
"Jun 18, 2023 @ 13:42:40.000",Cloudy,"IT-62",IT,Rome,RM11,"Leonardo da Vinci___Fiumicino Airport","11,134.741","$616.77",false,"Logstash Airways",EZE,"Buenos Aires",AR,"POINT (-58.5358 -34.8222)","SE-BD",Rain
"Jun 18, 2023 @ 13:40:03.000",Cloudy,"IT-34",IT,Venice,VE05,"Venice Marco Polo Airport","115.121","$288.38",false,"Kibana Airlines",VR10,Verona,IT,"POINT (10.8885 45.395699)","IT-34","Damaging Wind"
"Jun 18, 2023 @ 13:09:34.000",Cloudy,"US-MO",US,"St Louis",STL,"St Louis Lambert International Airport","10,302.1","$529.47",false,"Kibana Airlines",HND,Tokyo,JP,"POINT (139.779999 35.552299)","SE-BD",Rain
"Jun 18, 2023 @ 13:06:20.000",Hail,"NO-02",NO,Oslo,OSL,"Oslo Gardermoen Airport","6,217.059","$1,067.88",false,"Kibana Airlines",YWG,Winnipeg,CA,"POINT (-97.23989868 49.90999985)","CA-MB","Thunder & Lightning"
"Jun 18, 2023 @ 12:58:31.000",Clear,"GB-ENG",GB,London,LGW,"London Gatwick Airport","11,098.51","$580.04",false,JetBeats,EZE,"Buenos Aires",AR,"POINT (-58.5358 -34.8222)","AR-B",Sunny
"Jun 18, 2023 @ 12:53:20.000",Cloudy,"US-GA",US,Savannah,SAV,"Savannah Hilton Head International Airport","7,699.46","$1,030.69",false,"Kibana Airlines",VR10,Verona,IT,"POINT (10.8885 45.395699)","IT-34",Clear
"Jun 18, 2023 @ 12:35:10.000",Clear,"IT-34",IT,Venice,VE05,"Venice Marco Polo Airport",0,"$214.33",false,"Kibana Airlines",VE05,Venice,IT,"POINT (12.3519 45.505299)","IT-34","Heavy Fog"
"Jun 18, 2023 @ 12:34:13.000",Clear,"SE-BD",PE,Lima,LIM,"Jorge Chavez International Airport","17,141.998","$1,193.75",false,"Kibana Airlines",PVG,Shanghai,CN,"POINT (121.8050003 31.14340019)","SE-BD",Cloudy
"Jun 18, 2023 @ 12:33:50.000","Heavy Fog","SE-BD",AU,Sydney,SYD,"Sydney Kingsford Smith International Airport","15,594.827","$926.14",false,"ES-Air",WAW,Warsaw,PL,"POINT (20.96710014 52.16569901)","PL-MZ",Clear
"Jun 18, 2023 @ 12:24:50.000",Clear,"SE-BD",KR,"Jeju City",CJU,"Jeju International Airport","8,091.123","$541.52",false,JetBeats,WAW,Warsaw,PL,"POINT (20.96710014 52.16569901)","PL-MZ",Sunny
"Jun 18, 2023 @ 12:24:50.000",Clear,"RU-AMU",RU,Belogorsk,XHBU,"Ukrainka Air Base","9,199.021","$748.26",false,"Logstash Airways",ICT,Wichita,US,"POINT (-97.43309784 37.64989853)","US-KS",Rain
"Jun 18, 2023 @ 12:17:36.000",Hail,"CA-AB",CA,Edmonton,CYEG,"Edmonton International Airport","7,789.732","$811.99",false,"Kibana Airlines",BG01,Bergamo,IT,"POINT (9.70417 45.673901)","IT-25","Damaging Wind"
"Jun 18, 2023 @ 11:59:24.000",Cloudy,"IT-82",IT,Catania,CT03,"Catania-Fontanarossa Airport","11,848.171","$528.78",false,"Logstash Airways",SCL,Santiago,CL,"POINT (-70.78579712 -33.39300156)","SE-BD",Sunny
"Jun 18, 2023 @ 11:58:36.000",Rain,"DE-BY",DE,Munich,MUC,"Munich Airport","302.359","$643.2",false,"Kibana Airlines",TV01,Treviso,IT,"POINT (12.1944 45.648399)","IT-34",Rain
"Jun 18, 2023 @ 11:52:32.000",Sunny,"ES-CT",ES,Barcelona,BCN,"Barcelona International Airport","878.651","$986.06",false,"ES-Air",RM12,Rome,IT,"POINT (12.5949 41.7994)","IT-62",Rain
"Jun 18, 2023 @ 11:49:46.000",Rain,"SE-BD",CN,Beijing,PEK,"Beijing Capital International Airport","1,536.893","$1,056.51",false,"Kibana Airlines",XHBU,Belogorsk,RU,"POINT (128.445007 51.169997)","RU-AMU",Cloudy
"Jun 18, 2023 @ 11:44:09.000",Rain,"SE-BD",CO,Bogota,BOG,"El Dorado International Airport","3,986.539","$1,100.17",false,"Kibana Airlines",EWR,Newark,US,"POINT (-74.16870117 40.69250107)","US-NJ","Thunder & Lightning"
"Jun 18, 2023 @ 11:39:58.000",Sunny,"US-IA",US,"Des Moines",DSM,"Des Moines International Airport","1,636.541","$499.93",false,"Kibana Airlines",EWR,Newark,US,"POINT (-74.16870117 40.69250107)","US-NJ",Sunny
"Jun 18, 2023 @ 11:30:34.000",Cloudy,"US-DC",US,Washington,IAD,"Washington Dulles International Airport","11,853.335","$736.45",false,"Logstash Airways",XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD",Cloudy
"Jun 18, 2023 @ 11:28:09.000",Clear,"IT-25",IT,Bergamo,BG01,"Il Caravaggio International Airport","8,260.195","$744.74",false,"Logstash Airways",ICT,Wichita,US,"POINT (-97.43309784 37.64989853)","US-KS",Rain
"Jun 18, 2023 @ 11:23:49.000","Thunder & Lightning","IE-D",IE,Dublin,DUB,"Dublin Airport","6,409.286","$970.85",false,JetBeats,CYEG,Edmonton,CA,"POINT (-113.5800018 53.30970001)","CA-AB",Rain
"Jun 18, 2023 @ 11:23:02.000","Heavy Fog","US-LA",US,"New Orleans",MSY,"Louis Armstrong New Orleans International Airport","12,457.744","$888.08",false,"Logstash Airways",SHA,Shanghai,CN,"POINT (121.3359985 31.19790077)","SE-BD",Cloudy
"Jun 18, 2023 @ 11:14:04.000",Cloudy,"SE-BD",JP,Osaka,ITM,"Itami Airport","836.663","$695.01",false,"ES-Air",CJU,"Jeju City",KR,"POINT (126.4929962 33.51129913)","SE-BD",Cloudy
"Jun 18, 2023 @ 10:54:19.000",Clear,"SE-BD",CN,Shanghai,PVG,"Shanghai Pudong International Airport","9,051.365","$726.27",false,"Kibana Airlines",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH","Damaging Wind"
"Jun 18, 2023 @ 10:52:43.000","Damaging Wind","SE-BD",IN,Mumbai,BOM,"Chhatrapati Shivaji International Airport","6,471.312","$586.49",true,"ES-Air",MI11,Milan,IT,"POINT (9.27674 45.445099)","IT-25",Cloudy
"Jun 18, 2023 @ 10:52:43.000","Damaging Wind","RU-MOS",RU,Moscow,SVO,"Sheremetyevo International Airport","2,097.867","$595.28",false,"Logstash Airways",TV01,Treviso,IT,"POINT (12.1944 45.648399)","IT-34",Rain
"Jun 18, 2023 @ 10:25:56.000","Heavy Fog","RU-AMU",RU,Belogorsk,XHBU,"Ukrainka Air Base",0,"$321.81",false,"Logstash Airways",XHBU,Belogorsk,RU,"POINT (128.445007 51.169997)","RU-AMU",Rain
"Jun 18, 2023 @ 10:14:59.000","Damaging Wind","IT-52",IT,Pisa,PI05,"Pisa International Airport","1,227.839","$1,125.64",false,"Logstash Airways",WAW,Warsaw,PL,"POINT (20.96710014 52.16569901)","PL-MZ",Rain
"Jun 18, 2023 @ 09:59:49.000",Sunny,"RU-MUR",RU,Olenegorsk,XLMO,"Olenya Air Base","1,902.757","$995.87",false,"ES-Air",WAW,Warsaw,PL,"POINT (20.96710014 52.16569901)","PL-MZ","Heavy Fog"
"Jun 18, 2023 @ 09:56:04.000",Cloudy,"US-WI",US,Milwaukee,MKE,"General Mitchell International Airport","560.64","$484.62",false,"ES-Air",SDF,Louisville,US,"POINT (-85.736 38.1744)","US-KY",Rain
"Jun 18, 2023 @ 09:45:19.000",Cloudy,"IT-82",IT,Palermo,PA03,"Falcone Borsellino Airport","10,148.09","$925.64",false,"Logstash Airways",UIO,Quito,EC,"POINT (-78.3575 -0.129166667)","SE-BD",Sunny
"Jun 18, 2023 @ 09:39:11.000",Hail,"IT-75",IT,Bari,BA02,"Bari Karol Wojty__a Airport","8,768.199","$793.03",false,"Logstash Airways",GMP,Seoul,KR,"POINT (126.791 37.5583)","SE-BD",Clear
"Jun 18, 2023 @ 09:38:45.000",Hail,"US-CT",US,Hartford,BDL,"Bradley International Airport","16,800.326","$679.73",false,"ES-Air",MEL,Melbourne,AU,"POINT (144.843002 -37.673302)","SE-BD",Cloudy
"Jun 18, 2023 @ 09:28:46.000",Sunny,"US-ME",US,Bangor,BGR,"Bangor International Airport","5,729.878","$585.54",false,"Logstash Airways",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Cloudy
"Jun 18, 2023 @ 09:19:05.000","Thunder & Lightning","SE-AB",SE,Stockholm,ARN,"Stockholm-Arlanda Airport","1,287.59","$1,015.93",false,"Kibana Airlines",VIE,Vienna,AT,"POINT (16.56970024 48.11029816)","AT-9",Hail
"Jun 18, 2023 @ 09:10:47.000","Heavy Fog","US-WA",US,Spokane,GEG,"Spokane International Airport","3,725.606","$282.79",true,"Logstash Airways",TPA,Tampa,US,"POINT (-82.53320313 27.97550011)","US-FL",Sunny
"Jun 18, 2023 @ 08:47:16.000",Sunny,"SE-BD",ZA,Durban,DUR,"King Shaka International Airport","11,705.501","$978.51",false,JetBeats,PVG,Shanghai,CN,"POINT (121.8050003 31.14340019)","SE-BD",Sunny
"Jun 18, 2023 @ 08:47:16.000",Clear,"NL-NH",NL,Amsterdam,AMS,"Amsterdam Airport Schiphol","9,341.968","$980.37",false,"ES-Air",NRT,Tokyo,JP,"POINT (140.3860016 35.76470184)","SE-BD",Sunny
"Jun 18, 2023 @ 08:39:42.000",Clear,"CA-MB",CA,Winnipeg,YWG,"Winnipeg / James Armstrong Richardson International Airport","7,088.598","$1,183.41",false,JetBeats,ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Sunny
"Jun 18, 2023 @ 08:39:42.000",Hail,"SE-BD",CL,Santiago,SCL,"Comodoro Arturo Merino Benitez International Airport","12,502.181","$814.35",true,"Kibana Airlines",VIE,Vienna,AT,"POINT (16.56970024 48.11029816)","AT-9",Sunny
"Jun 18, 2023 @ 08:30:07.000",Hail,"SE-BD",KR,Seoul,ICN,"Incheon International Airport","8,650.553","$1,157.69",false,"Kibana Airlines",GEG,Spokane,US,"POINT (-117.5339966 47.61989975)","US-WA",Rain
"Jun 18, 2023 @ 08:06:30.000",Rain,"IT-42",IT,Genova,GE01,"Genoa Cristoforo Colombo Airport","8,504.609","$959.1",false,"Logstash Airways",DUR,Durban,ZA,"POINT (31.11972222 -29.61444444)","SE-BD",Sunny
"Jun 18, 2023 @ 07:57:12.000",Clear,"US-WI",US,"Green Bay",GRB,"Austin Straubel International Airport","7,110.972","$966.59",false,"ES-Air",MUC,Munich,DE,"POINT (11.7861 48.353802)","DE-BY",Rain
"Jun 18, 2023 @ 07:45:20.000",Hail,"IT-25",IT,Bergamo,BG01,"Il Caravaggio International Airport","6,518.581","$899.21",false,JetBeats,EWR,Newark,US,"POINT (-74.16870117 40.69250107)","US-NJ",Sunny
"Jun 18, 2023 @ 07:33:36.000","Damaging Wind","IT-72",IT,Naples,NA01,"Naples International Airport","7,559.173","$1,196.19",false,JetBeats,JNB,Johannesburg,ZA,"POINT (28.246 -26.1392)","SE-BD",Sunny
"Jun 18, 2023 @ 07:29:49.000","Heavy Fog","CA-ON",CA,Ottawa,YOW,"Ottawa Macdonald-Cartier International Airport","1,998.921","$762.66",false,JetBeats,ICT,Wichita,US,"POINT (-97.43309784 37.64989853)","US-KS",Sunny
"Jun 18, 2023 @ 07:28:30.000",Rain,"SE-BD",IT,Rome,FCO,"Leonardo da Vinci - Fiumicino Airport","7,706.363","$1,022.6",false,"ES-Air",SJU,"San Juan",PR,"POINT (-66.00180054 18.43939972)","PR-U-A",Cloudy
"Jun 18, 2023 @ 07:25:25.000","Heavy Fog","IT-82",IT,Palermo,PA03,"Falcone Borsellino Airport","901.685","$358.66",true,"ES-Air",TO11,Torino,IT,"POINT (7.64963 45.200802)","IT-21",Rain
