CustomerID,BillDate,UsageGB,TotalCharge,PaymentStatus,PaymentDate
181,2025-01-01,162.13,40.48,Partial,
181,2025-01-31,249.19,53.8,Paid,2025-02-14
181,2025-03-02,244.21,63.98,Partial,
181,2025-04-01,293.31,63.21,Paid,2025-04-08
181,2025-05-01,81.16,32.71,Paid,2025-05-16
181,2025-05-31,360.52,73.49,Unpaid,
181,2025-06-30,94.59,37.37,Partial,
181,2025-07-30,220.16,49.04,Partial,
181,2025-08-29,399.25,89.05,Paid,2025-09-08
181,2025-09-28,413.26,89.74,Paid,2025-10-01
182,2025-01-01,370.05,85.96,Partial,
182,2025-01-31,84.04,35.99,Paid,2025-01-31
182,2025-03-02,478.88,96.6,Partial,
182,2025-04-01,407.13,96.91,Paid,2025-04-02
182,2025-05-01,443.02,102.89,Unpaid,
182,2025-05-31,178.96,55.37,Partial,
182,2025-06-30,64.1,30.64,Partial,
182,2025-07-30,78.97,30.29,Paid,2025-08-08
182,2025-08-29,311.53,53.08,Unpaid,
182,2025-09-28,330.46,61.92,Partial,
183,2025-01-01,86.09,29.1,Partial,
183,2025-01-31,143.67,36.09,Unpaid,
183,2025-03-02,338.02,58.39,Paid,2025-03-11
183,2025-04-01,213.36,47.18,Paid,2025-04-04
183,2025-05-01,199.89,51.24,Partial,
183,2025-05-31,482.54,115.24,Partial,
183,2025-06-30,165.51,37.81,Paid,2025-07-11
183,2025-07-30,296.55,77.67,Paid,2025-08-02
183,2025-08-29,227.28,48.25,Paid,2025-08-29
183,2025-09-28,407.8,78.66,Unpaid,
184,2025-01-01,321.26,63.29,Paid,2025-01-03
184,2025-01-31,335.69,66.19,Unpaid,
184,2025-03-02,417.66,101.25,Unpaid,
184,2025-04-01,260.21,69.43,Paid,2025-04-11
184,2025-05-01,106.24,39.49,Paid,2025-05-14
184,2025-05-31,429.83,90.92,Paid,2025-06-02
184,2025-06-30,468.51,70.14,Paid,2025-07-11
184,2025-07-30,91.96,35.6,Paid,2025-08-10
184,2025-08-29,307.6,53.99,Unpaid,
184,2025-09-28,238.79,48.96,Unpaid,
185,2025-01-01,245.34,51.91,Partial,
185,2025-01-31,425.35,81.38,Partial,
185,2025-03-02,180.71,52.51,Partial,
185,2025-04-01,56.09,30.22,Unpaid,
185,2025-05-01,213.6,48.46,Unpaid,
185,2025-05-31,225.36,54.8,Paid,2025-06-01
185,2025-06-30,234.94,54.37,Paid,2025-07-01
185,2025-07-30,195.44,52.92,Paid,2025-08-08
185,2025-08-29,454.84,83.52,Paid,2025-09-06
185,2025-09-28,180.77,56.07,Paid,2025-09-30
186,2025-01-01,327.78,66.29,Partial,
186,2025-01-31,360.21,83.62,Paid,2025-02-15
186,2025-03-02,390.67,83.04,Partial,
186,2025-04-01,324.84,79.46,Paid,2025-04-09
186,2025-05-01,193.77,48.53,Partial,
186,2025-05-31,211.21,60.24,Unpaid,
186,2025-06-30,238.42,44.44,Paid,2025-07-04
186,2025-07-30,204.41,43.81,Paid,2025-08-02
186,2025-08-29,413.89,85.97,Unpaid,
186,2025-09-28,251.79,68.62,Partial,
187,2025-01-01,313.22,59.6,Partial,
187,2025-01-31,425.72,66.65,Unpaid,
187,2025-03-02,123.15,34.35,Paid,2025-03-16
187,2025-04-01,393.15,95.11,Unpaid,
187,2025-05-01,331.07,73.42,Paid,2025-05-01
187,2025-05-31,70.01,27.72,Paid,2025-06-11
187,2025-06-30,416.18,62.2,Partial,
187,2025-07-30,368.18,75.44,Paid,2025-07-30
187,2025-08-29,78.47,35.03,Unpaid,
187,2025-09-28,394.84,78.81,Partial,
188,2025-01-01,291.3,58.08,Unpaid,
188,2025-01-31,263.61,50.65,Unpaid,
188,2025-03-02,200.22,47.88,Paid,2025-03-09
188,2025-04-01,66.62,26.73,Unpaid,
188,2025-05-01,127.55,40.18,Partial,
188,2025-05-31,221.28,45.1,Partial,
188,2025-06-30,450.21,76.86,Unpaid,
188,2025-07-30,368.14,76.58,Unpaid,
188,2025-08-29,379.97,65.55,Unpaid,
188,2025-09-28,269.58,65.9,Paid,2025-10-02
189,2025-01-01,87.41,32.58,Unpaid,
189,2025-01-31,468.64,84.68,Paid,2025-02-01
189,2025-03-02,350.43,70.79,Paid,2025-03-11
189,2025-04-01,398.26,87.4,Paid,2025-04-07
189,2025-05-01,193.34,54.07,Paid,2025-05-16
189,2025-05-31,365.67,80.99,Partial,
189,2025-06-30,95.89,35.62,Paid,2025-07-12
189,2025-07-30,317.44,64.44,Paid,2025-08-06
189,2025-08-29,355.78,57.34,Partial,
189,2025-09-28,91.61,35.18,Partial,
190,2025-01-01,491.2,106.45,Unpaid,
190,2025-01-31,160.64,50.44,Unpaid,
190,2025-03-02,238.53,53.48,Unpaid,
190,2025-04-01,376.62,71.64,Paid,2025-04-11
190,2025-05-01,154.76,36.0,Partial,
190,2025-05-31,357.32,65.3,Partial,
190,2025-06-30,422.1,83.4,Partial,
190,2025-07-30,261.3,69.02,Unpaid,
190,2025-08-29,279.3,66.38,Paid,2025-09-10
190,2025-09-28,166.98,43.49,Paid,2025-10-13
191,2025-01-01,364.68,91.36,Unpaid,
191,2025-01-31,288.38,62.2,Paid,2025-02-02
191,2025-03-02,458.09,80.96,Partial,
191,2025-04-01,71.23,29.17,Unpaid,
191,2025-05-01,415.98,88.24,Partial,
191,2025-05-31,428.43,79.21,Unpaid,
191,2025-06-30,250.18,50.26,Partial,
191,2025-07-30,148.88,35.66,Paid,2025-07-30
191,2025-08-29,68.28,33.38,Paid,2025-09-11
191,2025-09-28,403.88,79.18,Paid,2025-09-29
192,2025-01-01,64.75,31.99,Paid,2025-01-07
192,2025-01-31,173.68,51.11,Unpaid,
192,2025-03-02,434.65,88.62,Partial,
192,2025-04-01,184.21,54.65,Paid,2025-04-07
192,2025-05-01,394.14,75.77,Partial,
192,2025-05-31,482.36,70.22,Unpaid,
192,2025-06-30,193.16,48.34,Unpaid,
192,2025-07-30,253.09,69.42,Unpaid,
192,2025-08-29,388.33,81.69,Paid,2025-09-04
192,2025-09-28,371.58,84.75,Partial,
193,2025-01-01,233.64,54.01,Partial,
193,2025-01-31,426.54,69.15,Partial,
193,2025-03-02,328.54,60.16,Paid,2025-03-12
193,2025-04-01,421.27,95.39,Unpaid,
193,2025-05-01,253.44,47.48,Partial,
193,2025-05-31,221.44,60.39,Partial,
193,2025-06-30,376.13,82.11,Paid,2025-07-13
193,2025-07-30,126.78,39.02,Unpaid,
193,2025-08-29,428.04,100.23,Unpaid,
193,2025-09-28,138.09,34.51,Paid,2025-10-06
194,2025-01-01,106.62,31.18,Unpaid,
194,2025-01-31,147.93,37.45,Unpaid,
194,2025-03-02,267.34,48.36,Partial,
194,2025-04-01,498.13,74.69,Partial,
194,2025-05-01,416.87,64.72,Partial,
194,2025-05-31,120.77,43.84,Unpaid,
194,2025-06-30,480.64,115.07,Partial,
194,2025-07-30,279.01,54.78,Unpaid,
194,2025-08-29,302.65,73.81,Partial,
194,2025-09-28,209.47,46.74,Paid,2025-09-28
195,2025-01-01,275.65,66.23,Unpaid,
195,2025-01-31,319.33,81.13,Partial,
195,2025-03-02,339.71,77.82,Paid,2025-03-15
195,2025-04-01,479.17,112.72,Partial,
195,2025-05-01,404.96,98.18,Partial,
195,2025-05-31,410.8,94.94,Unpaid,
195,2025-06-30,463.11,93.63,Paid,2025-07-05
195,2025-07-30,152.29,47.39,Partial,
195,2025-08-29,211.24,43.73,Paid,2025-08-30
195,2025-09-28,469.95,93.96,Partial,
196,2025-01-01,445.97,107.09,Partial,
196,2025-01-31,320.6,53.42,Unpaid,
196,2025-03-02,415.91,61.91,Partial,
196,2025-04-01,394.64,77.21,Partial,
196,2025-05-01,381.62,73.59,Paid,2025-05-04
196,2025-05-31,350.08,59.93,Paid,2025-06-01
196,2025-06-30,466.79,109.89,Paid,2025-07-08
196,2025-07-30,364.29,87.29,Paid,2025-08-08
196,2025-08-29,95.78,33.54,Partial,
196,2025-09-28,226.1,56.26,Partial,
197,2025-01-01,203.94,52.7,Unpaid,
197,2025-01-31,441.33,98.44,Unpaid,
197,2025-03-02,414.46,73.78,Unpaid,
197,2025-04-01,210.28,50.55,Paid,2025-04-01
197,2025-05-01,316.68,77.71,Partial,
197,2025-05-31,368.19,57.45,Unpaid,
197,2025-06-30,227.01,51.82,Partial,
197,2025-07-30,382.27,91.04,Unpaid,
197,2025-08-29,115.39,34.31,Partial,
197,2025-09-28,482.78,78.59,Partial,
198,2025-01-01,172.91,42.75,Paid,2025-01-16
198,2025-01-31,55.54,27.29,Paid,2025-02-02
198,2025-03-02,408.33,95.8,Partial,
198,2025-04-01,285.8,61.03,Partial,
198,2025-05-01,335.86,69.2,Unpaid,
198,2025-05-31,184.75,49.12,Partial,
198,2025-06-30,313.2,67.27,Partial,
198,2025-07-30,322.92,83.53,Unpaid,
198,2025-08-29,489.74,89.3,Unpaid,
198,2025-09-28,485.77,80.67,Partial,
199,2025-01-01,115.5,34.54,Paid,2025-01-10
199,2025-01-31,306.38,52.62,Paid,2025-02-10
199,2025-03-02,173.8,41.38,Partial,
199,2025-04-01,462.48,110.97,Unpaid,
199,2025-05-01,266.97,50.58,Paid,2025-05-01
199,2025-05-31,104.51,39.5,Unpaid,
199,2025-06-30,309.11,51.54,Partial,
199,2025-07-30,59.35,31.09,Paid,2025-07-31
199,2025-08-29,127.02,36.95,Partial,
199,2025-09-28,143.21,38.45,Partial,
200,2025-01-01,193.2,56.85,Unpaid,
200,2025-01-31,119.92,42.01,Paid,2025-02-11
200,2025-03-02,467.97,85.35,Unpaid,
200,2025-04-01,160.56,42.94,Paid,2025-04-09
200,2025-05-01,489.49,93.71,Unpaid,
200,2025-05-31,67.6,28.82,Paid,2025-06-01
200,2025-06-30,390.98,84.32,Unpaid,
200,2025-07-30,231.08,51.33,Unpaid,
200,2025-08-29,189.62,56.13,Partial,
200,2025-09-28,86.12,36.26,Unpaid,
201,2025-01-01,103.58,39.2,Unpaid,
201,2025-01-31,58.31,28.67,Unpaid,
201,2025-03-02,354.76,76.54,Partial,
201,2025-04-01,447.92,97.93,Partial,
201,2025-05-01,183.22,53.35,Paid,2025-05-13
201,2025-05-31,110.12,40.0,Paid,2025-06-06
201,2025-06-30,317.14,52.91,Unpaid,
201,2025-07-30,414.24,65.73,Paid,2025-08-07
201,2025-08-29,358.91,68.19,Partial,
201,2025-09-28,313.07,68.46,Partial,
202,2025-01-01,474.23,111.15,Paid,2025-01-10
202,2025-01-31,440.88,64.85,Partial,
202,2025-03-02,263.72,47.6,Paid,2025-03-12
202,2025-04-01,434.95,72.0,Unpaid,
202,2025-05-01,345.31,80.96,Partial,
202,2025-05-31,296.78,72.92,Paid,2025-06-03
202,2025-06-30,180.15,40.62,Unpaid,
202,2025-07-30,497.59,85.32,Unpaid,
202,2025-08-29,336.68,76.92,Paid,2025-09-04
202,2025-09-28,447.71,101.82,Paid,2025-10-13
203,2025-01-01,243.45,63.8,Paid,2025-01-09
203,2025-01-31,361.92,90.23,Partial,
203,2025-03-02,142.7,40.46,Partial,
203,2025-04-01,283.0,54.75,Unpaid,
203,2025-05-01,222.8,43.14,Partial,
203,2025-05-31,212.94,48.69,Paid,2025-06-10
203,2025-06-30,52.49,25.41,Paid,2025-07-08
203,2025-07-30,397.91,77.71,Paid,2025-08-02
203,2025-08-29,374.59,74.76,Paid,2025-09-08
203,2025-09-28,85.47,36.65,Unpaid,
204,2025-01-01,227.67,47.15,Paid,2025-01-14
204,2025-01-31,137.29,45.22,Paid,2025-02-13
204,2025-03-02,486.03,114.49,Partial,
204,2025-04-01,69.51,32.47,Unpaid,
204,2025-05-01,181.86,46.52,Unpaid,
204,2025-05-31,114.6,32.57,Unpaid,
204,2025-06-30,443.38,70.81,Partial,
204,2025-07-30,177.23,42.31,Partial,
204,2025-08-29,437.55,69.47,Paid,2025-09-07
204,2025-09-28,78.21,33.87,Unpaid,
205,2025-01-01,254.9,55.08,Partial,
205,2025-01-31,468.95,68.63,Partial,
205,2025-03-02,269.86,58.58,Partial,
205,2025-04-01,226.82,43.94,Unpaid,
205,2025-05-01,285.0,51.27,Paid,2025-05-10
205,2025-05-31,179.92,46.73,Paid,2025-06-01
205,2025-06-30,467.51,101.37,Partial,
205,2025-07-30,437.04,68.02,Unpaid,
205,2025-08-29,279.73,49.38,Partial,
205,2025-09-28,434.26,87.82,Partial,
206,2025-01-01,396.68,74.36,Partial,
206,2025-01-31,454.76,96.57,Unpaid,
206,2025-03-02,145.11,43.71,Paid,2025-03-05
206,2025-04-01,94.79,32.99,Unpaid,
206,2025-05-01,401.46,62.19,Partial,
206,2025-05-31,216.96,58.41,Unpaid,
206,2025-06-30,415.71,91.49,Paid,2025-07-12
206,2025-07-30,393.46,67.89,Partial,
206,2025-08-29,394.85,94.4,Unpaid,
206,2025-09-28,429.88,100.62,Partial,
207,2025-01-01,403.0,100.45,Unpaid,
207,2025-01-31,152.68,47.56,Paid,2025-02-12
207,2025-03-02,318.59,77.57,Partial,
207,2025-04-01,140.31,36.87,Paid,2025-04-01
207,2025-05-01,95.06,37.69,Unpaid,
207,2025-05-31,225.91,57.73,Paid,2025-06-09
207,2025-06-30,89.99,34.32,Paid,2025-07-05
207,2025-07-30,65.59,26.68,Paid,2025-08-14
207,2025-08-29,261.88,71.03,Partial,
207,2025-09-28,173.93,46.09,Paid,2025-10-11
208,2025-01-01,130.52,45.69,Partial,
208,2025-01-31,475.05,106.31,Unpaid,
208,2025-03-02,255.36,49.52,Partial,
208,2025-04-01,66.67,27.77,Partial,
208,2025-05-01,379.98,65.98,Partial,
208,2025-05-31,348.9,87.31,Unpaid,
208,2025-06-30,83.17,30.53,Unpaid,
208,2025-07-30,158.41,38.02,Partial,
208,2025-08-29,365.64,61.56,Partial,
208,2025-09-28,228.32,60.74,Paid,2025-10-12
209,2025-01-01,103.89,31.97,Unpaid,
209,2025-01-31,364.34,83.38,Partial,
209,2025-03-02,338.5,69.19,Unpaid,
209,2025-04-01,205.19,47.61,Unpaid,
209,2025-05-01,270.81,73.97,Partial,
209,2025-05-31,422.63,67.15,Partial,
209,2025-06-30,362.35,91.06,Partial,
209,2025-07-30,78.02,32.57,Partial,
209,2025-08-29,496.66,99.32,Unpaid,
209,2025-09-28,140.02,39.72,Unpaid,
210,2025-01-01,368.42,67.13,Paid,2025-01-05
210,2025-01-31,385.98,93.1,Unpaid,
210,2025-03-02,91.98,36.05,Unpaid,
210,2025-04-01,295.57,51.86,Paid,2025-04-02
210,2025-05-01,214.21,54.13,Unpaid,
210,2025-05-31,117.86,33.2,Partial,
210,2025-06-30,209.69,50.42,Unpaid,
210,2025-07-30,341.49,77.68,Paid,2025-08-06
210,2025-08-29,386.6,96.73,Paid,2025-09-12
210,2025-09-28,406.48,71.21,Paid,2025-09-30
211,2025-01-01,477.91,94.37,Partial,
211,2025-01-31,133.65,33.77,Unpaid,
211,2025-03-02,143.42,37.33,Partial,
211,2025-04-01,206.77,47.6,Unpaid,
211,2025-05-01,279.42,66.12,Paid,2025-05-04
211,2025-05-31,141.37,38.95,Paid,2025-06-02
211,2025-06-30,175.9,47.99,Paid,2025-07-05
211,2025-07-30,61.6,28.05,Partial,
211,2025-08-29,323.48,83.64,Paid,2025-09-09
211,2025-09-28,352.69,58.33,Unpaid,
212,2025-01-01,116.88,32.21,Partial,
212,2025-01-31,220.95,62.9,Partial,
212,2025-03-02,439.99,82.6,Paid,2025-03-15
212,2025-04-01,169.79,37.7,Paid,2025-04-01
212,2025-05-01,450.35,72.66,Partial,
212,2025-05-31,151.89,44.58,Paid,2025-06-04
212,2025-06-30,328.04,85.19,Partial,
212,2025-07-30,255.06,54.37,Paid,2025-07-31
212,2025-08-29,292.5,62.03,Paid,2025-08-31
212,2025-09-28,167.67,44.64,Paid,2025-10-06
213,2025-01-01,164.3,49.97,Partial,
213,2025-01-31,357.11,87.7,Partial,
213,2025-03-02,280.28,65.14,Unpaid,
213,2025-04-01,81.97,29.48,Paid,2025-04-15
213,2025-05-01,397.31,60.5,Paid,2025-05-10
213,2025-05-31,466.64,81.18,Partial,
213,2025-06-30,138.47,44.88,Partial,
213,2025-07-30,117.14,39.81,Unpaid,
213,2025-08-29,143.48,42.73,Paid,2025-09-04
213,2025-09-28,68.93,31.16,Partial,
214,2025-01-01,66.92,31.61,Unpaid,
214,2025-01-31,446.39,76.64,Paid,2025-02-06
214,2025-03-02,296.79,53.12,Partial,
214,2025-04-01,494.5,118.05,Partial,
214,2025-05-01,279.84,56.24,Partial,
214,2025-05-31,304.54,61.33,Unpaid,
214,2025-06-30,426.08,82.0,Paid,2025-07-12
214,2025-07-30,392.89,83.13,Paid,2025-08-14
214,2025-08-29,414.79,73.71,Paid,2025-09-01
214,2025-09-28,320.39,70.84,Unpaid,
215,2025-01-01,72.57,30.41,Paid,2025-01-07
215,2025-01-31,469.22,107.61,Unpaid,
215,2025-03-02,349.3,87.67,Paid,2025-03-11
215,2025-04-01,254.6,50.88,Unpaid,
215,2025-05-01,321.1,83.99,Paid,2025-05-01
215,2025-05-31,221.68,48.15,Partial,
215,2025-06-30,105.91,32.78,Partial,
215,2025-07-30,280.01,58.38,Paid,2025-08-04
215,2025-08-29,196.56,56.71,Partial,
215,2025-09-28,151.0,35.29,Paid,2025-10-12
216,2025-01-01,385.41,73.34,Paid,2025-01-05
216,2025-01-31,286.81,50.1,Paid,2025-02-07
216,2025-03-02,484.52,100.09,Unpaid,
216,2025-04-01,295.05,63.2,Partial,
216,2025-05-01,351.32,83.45,Unpaid,
216,2025-05-31,381.91,74.4,Paid,2025-05-31
216,2025-06-30,413.58,74.52,Unpaid,
216,2025-07-30,435.97,90.24,Unpaid,
216,2025-08-29,72.37,30.53,Paid,2025-08-30
216,2025-09-28,314.88,81.77,Paid,2025-10-01
217,2025-01-01,310.17,78.91,Paid,2025-01-11
217,2025-01-31,112.47,40.98,Unpaid,
217,2025-03-02,363.5,84.88,Unpaid,
217,2025-04-01,304.33,79.69,Paid,2025-04-03
217,2025-05-01,93.57,32.36,Paid,2025-05-14
217,2025-05-31,171.12,49.89,Unpaid,
217,2025-06-30,215.63,45.34,Partial,
217,2025-07-30,65.26,31.52,Paid,2025-07-30
217,2025-08-29,250.9,55.86,Partial,
217,2025-09-28,266.16,47.13,Paid,2025-10-04
218,2025-01-01,156.28,49.15,Partial,
218,2025-01-31,237.39,59.98,Partial,
218,2025-03-02,378.45,82.73,Paid,2025-03-13
218,2025-04-01,437.05,92.3,Paid,2025-04-03
218,2025-05-01,263.96,69.37,Partial,
218,2025-05-31,94.09,37.87,Paid,2025-06-02
218,2025-06-30,365.18,75.93,Partial,
218,2025-07-30,83.37,35.45,Unpaid,
218,2025-08-29,430.86,80.13,Partial,
218,2025-09-28,114.5,36.26,Unpaid,
219,2025-01-01,382.86,75.9,Unpaid,
219,2025-01-31,390.94,95.12,Partial,
219,2025-03-02,261.14,64.09,Paid,2025-03-02
219,2025-04-01,324.79,69.23,Paid,2025-04-06
219,2025-05-01,220.08,42.47,Unpaid,
219,2025-05-31,267.26,51.89,Paid,2025-06-09
219,2025-06-30,369.94,66.02,Paid,2025-07-12
219,2025-07-30,370.48,76.36,Unpaid,
219,2025-08-29,337.6,63.98,Paid,2025-09-11
219,2025-09-28,396.37,85.88,Paid,2025-10-03
220,2025-01-01,261.02,61.61,Unpaid,
220,2025-01-31,215.34,52.5,Partial,
220,2025-03-02,198.18,58.52,Partial,
220,2025-04-01,73.92,30.49,Unpaid,
220,2025-05-01,343.11,64.0,Paid,2025-05-09
220,2025-05-31,367.05,65.97,Paid,2025-06-03
220,2025-06-30,210.66,48.78,Unpaid,
220,2025-07-30,180.75,55.62,Partial,
220,2025-08-29,136.67,38.48,Paid,2025-09-04
220,2025-09-28,146.18,38.0,Unpaid,
221,2025-01-01,146.09,43.5,Paid,2025-01-09
221,2025-01-31,458.87,97.05,Partial,
221,2025-03-02,84.53,31.59,Partial,
221,2025-04-01,236.22,60.58,Paid,2025-04-14
221,2025-05-01,255.09,47.56,Partial,
221,2025-05-31,75.05,34.19,Partial,
221,2025-06-30,236.15,45.0,Paid,2025-07-14
221,2025-07-30,259.62,47.51,Partial,
221,2025-08-29,469.1,107.28,Partial,
221,2025-09-28,341.44,72.27,Partial,
222,2025-01-01,257.53,52.11,Partial,
222,2025-01-31,368.51,75.17,Partial,
222,2025-03-02,83.46,35.56,Paid,2025-03-05
222,2025-04-01,191.61,49.46,Unpaid,
222,2025-05-01,432.76,78.49,Partial,
222,2025-05-31,377.09,74.4,Paid,2025-06-11
222,2025-06-30,301.25,64.21,Unpaid,
222,2025-07-30,111.14,36.51,Partial,
222,2025-08-29,270.23,47.91,Partial,
222,2025-09-28,379.59,68.0,Unpaid,
223,2025-01-01,416.47,93.17,Paid,2025-01-01
223,2025-01-31,116.96,32.24,Partial,
223,2025-03-02,156.14,37.26,Unpaid,
223,2025-04-01,425.05,69.07,Partial,
223,2025-05-01,245.57,65.86,Unpaid,
223,2025-05-31,376.92,78.52,Partial,
223,2025-06-30,153.36,37.1,Partial,
223,2025-07-30,79.13,30.1,Unpaid,
223,2025-08-29,244.92,45.98,Partial,
223,2025-09-28,472.08,101.57,Unpaid,
224,2025-01-01,437.11,86.29,Partial,
224,2025-01-31,323.66,62.28,Partial,
224,2025-03-02,337.38,87.28,Unpaid,
224,2025-04-01,297.3,78.04,Partial,
224,2025-05-01,156.93,38.61,Partial,
224,2025-05-31,456.67,78.37,Unpaid,
224,2025-06-30,340.28,57.97,Partial,
224,2025-07-30,165.81,47.01,Partial,
224,2025-08-29,307.35,51.99,Unpaid,
224,2025-09-28,263.52,64.23,Partial,
225,2025-01-01,158.02,47.49,Unpaid,
225,2025-01-31,136.76,37.57,Unpaid,
225,2025-03-02,337.37,81.93,Partial,
225,2025-04-01,380.63,62.79,Paid,2025-04-16
225,2025-05-01,330.53,81.56,Partial,
225,2025-05-31,339.05,68.89,Paid,2025-06-09
225,2025-06-30,255.86,46.24,Unpaid,
225,2025-07-30,205.86,56.31,Partial,
225,2025-08-29,388.01,72.23,Unpaid,
225,2025-09-28,60.33,28.39,Unpaid,
226,2025-01-01,105.19,31.02,Paid,2025-01-16
226,2025-01-31,448.01,73.82,Unpaid,
226,2025-03-02,306.92,74.54,Partial,
226,2025-04-01,464.36,75.02,Unpaid,
226,2025-05-01,130.7,33.4,Unpaid,
226,2025-05-31,345.44,75.13,Paid,2025-06-10
226,2025-06-30,351.5,63.45,Unpaid,
226,2025-07-30,255.9,62.57,Unpaid,
226,2025-08-29,187.02,43.02,Paid,2025-09-08
226,2025-09-28,365.6,77.7,Unpaid,
227,2025-01-01,215.64,56.71,Partial,
227,2025-01-31,104.92,32.1,Partial,
227,2025-03-02,296.37,61.69,Partial,
227,2025-04-01,447.88,75.28,Paid,2025-04-10
227,2025-05-01,311.77,72.33,Unpaid,
227,2025-05-31,80.68,32.37,Partial,
227,2025-06-30,139.91,38.63,Partial,
227,2025-07-30,256.26,56.71,Partial,
227,2025-08-29,61.38,30.9,Unpaid,
227,2025-09-28,318.2,83.13,Unpaid,
228,2025-01-01,263.82,65.89,Partial,
228,2025-01-31,443.97,80.93,Paid,2025-02-12
228,2025-03-02,142.31,39.53,Unpaid,
228,2025-04-01,84.69,28.69,Paid,2025-04-11
228,2025-05-01,435.38,73.68,Paid,2025-05-12
228,2025-05-31,257.65,52.56,Partial,
228,2025-06-30,109.8,37.2,Partial,
228,2025-07-30,246.32,51.42,Unpaid,
228,2025-08-29,57.89,26.33,Unpaid,
228,2025-09-28,163.71,48.93,Partial,
229,2025-01-01,247.3,59.64,Paid,2025-01-02
229,2025-01-31,68.58,27.18,Partial,
229,2025-03-02,410.17,93.94,Unpaid,
229,2025-04-01,356.79,84.67,Paid,2025-04-11
229,2025-05-01,375.43,84.99,Unpaid,
229,2025-05-31,88.55,32.01,Unpaid,
229,2025-06-30,397.5,67.25,Unpaid,
229,2025-07-30,218.39,47.58,Paid,2025-08-03
229,2025-08-29,202.64,55.18,Partial,
229,2025-09-28,264.71,56.83,Partial,
230,2025-01-01,110.39,33.13,Unpaid,
230,2025-01-31,237.97,44.5,Partial,
230,2025-03-02,354.69,88.28,Paid,2025-03-05
230,2025-04-01,353.04,79.99,Partial,
230,2025-05-01,405.64,72.14,Partial,
230,2025-05-31,303.3,74.53,Unpaid,
230,2025-06-30,182.51,47.97,Unpaid,
230,2025-07-30,91.35,38.24,Paid,2025-08-14
230,2025-08-29,382.41,93.11,Paid,2025-09-09
230,2025-09-28,457.94,87.3,Partial,
231,2025-01-01,449.38,72.2,Unpaid,
231,2025-01-31,330.14,59.19,Unpaid,
231,2025-03-02,161.99,36.76,Paid,2025-03-13
231,2025-04-01,418.88,78.45,Paid,2025-04-03
231,2025-05-01,397.96,99.55,Partial,
231,2025-05-31,160.91,43.29,Unpaid,
231,2025-06-30,422.38,80.93,Unpaid,
231,2025-07-30,420.73,81.03,Partial,
231,2025-08-29,194.76,50.87,Unpaid,
231,2025-09-28,430.0,67.27,Unpaid,
232,2025-01-01,138.37,34.62,Partial,
232,2025-01-31,107.32,33.56,Paid,2025-02-14
232,2025-03-02,65.77,32.72,Partial,
232,2025-04-01,265.01,66.3,Partial,
232,2025-05-01,367.89,86.63,Unpaid,
232,2025-05-31,50.37,29.6,Paid,2025-06-09
232,2025-06-30,270.32,71.88,Partial,
232,2025-07-30,443.6,80.79,Unpaid,
232,2025-08-29,85.24,30.91,Unpaid,
232,2025-09-28,67.68,30.72,Partial,
233,2025-01-01,329.1,59.78,Partial,
233,2025-01-31,235.37,62.15,Unpaid,
233,2025-03-02,384.71,94.62,Unpaid,
233,2025-04-01,324.97,68.24,Paid,2025-04-02
233,2025-05-01,187.59,53.41,Paid,2025-05-09
233,2025-05-31,59.67,27.56,Unpaid,
233,2025-06-30,162.11,41.49,Partial,
233,2025-07-30,414.43,84.79,Paid,2025-08-01
233,2025-08-29,97.92,37.5,Unpaid,
233,2025-09-28,150.96,39.98,Partial,
234,2025-01-01,475.77,88.67,Unpaid,
234,2025-01-31,181.24,39.02,Unpaid,
234,2025-03-02,245.83,60.34,Paid,2025-03-04
234,2025-04-01,71.15,28.15,Partial,
234,2025-05-01,295.73,69.57,Partial,
234,2025-05-31,153.97,37.96,Unpaid,
234,2025-06-30,297.39,70.21,Partial,
234,2025-07-30,493.3,99.47,Unpaid,
234,2025-08-29,429.52,79.17,Partial,
234,2025-09-28,121.58,34.21,Paid,2025-10-02
235,2025-01-01,350.01,84.69,Unpaid,
235,2025-01-31,68.55,30.55,Unpaid,
235,2025-03-02,277.08,63.07,Unpaid,
235,2025-04-01,75.26,30.35,Partial,
235,2025-05-01,185.21,41.98,Paid,2025-05-07
235,2025-05-31,413.8,79.16,Unpaid,
235,2025-06-30,202.95,53.38,Partial,
235,2025-07-30,262.06,46.31,Unpaid,
235,2025-08-29,491.5,102.88,Unpaid,
235,2025-09-28,230.48,51.67,Unpaid,
236,2025-01-01,325.71,52.86,Paid,2025-01-02
236,2025-01-31,228.32,51.36,Paid,2025-02-08
236,2025-03-02,444.19,74.46,Paid,2025-03-14
236,2025-04-01,477.85,93.9,Unpaid,
236,2025-05-01,399.71,62.26,Unpaid,
236,2025-05-31,307.31,64.0,Unpaid,
236,2025-06-30,249.53,55.48,Unpaid,
236,2025-07-30,59.35,26.12,Unpaid,
236,2025-08-29,323.15,59.58,Paid,2025-09-12
236,2025-09-28,438.04,99.32,Unpaid,
237,2025-01-01,344.99,87.03,Partial,
237,2025-01-31,241.54,56.08,Paid,2025-02-06
237,2025-03-02,55.71,25.86,Partial,
237,2025-04-01,388.98,93.05,Partial,
237,2025-05-01,481.16,84.74,Partial,
237,2025-05-31,87.71,30.7,Unpaid,
237,2025-06-30,114.43,35.93,Partial,
237,2025-07-30,414.74,70.02,Partial,
